ACTION,CLEARED,INDICATION_OF_COLLATERALIZATION,TAXONOMY,PRICE_FORMING_CONTINUATION_DATA,PRICE_NOTATION,ROUNDED_NOTIONAL_AMOUNT_1
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,8
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.64,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.47,200
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,69
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,50
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.65,45
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.65,7
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.65,7
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,11
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,79
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,1.02,5
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,3
CORRECT,U,PC,Credit:Index:CDX:CDXIG,Trade,1,15
CORRECT,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,110
NEW,U,FC,Credit:Index:CDX:CDXIG,Trade,0.65,13
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,3.12,4
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5,100
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,7
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,7
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.62,42
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.62,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.62,70
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.62,70
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,4
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,5
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,5
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.63,5
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,21
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.62,45
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,21
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,21
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.62,73
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.62,42
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.64,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.47,200
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,2.85,10
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.64,5
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,3
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,3
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,110
NEW,U,UC,Credit:Index:CDX:CDXIG,Partialtermination,3.2,2
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,1,97
NEW,C,PC,Credit:Index:CDX:CDXHY,Trade,5,10
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.67,50
CORRECT,U,PC,Credit:Index:CDX:CDXIG,Trade,1,13
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.68,50
NEW,U,UC,Credit:Index:CDX:CDXIG,Partialtermination,0.67,20
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,3.36,6
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,110
NEW,U,FC,Credit:Index:CDX:CDXIG,Partialtermination,3.27,10
CORRECT,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,5
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,18
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,40
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,3.2,5
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.64,100
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.65,3
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.65,15
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,10
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.64,39
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.64,72
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,35
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.63,12
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,100
NEW,U,FC,Credit:Index:CDX:CDXIG,Trade,0.01,63
NEW,U,FC,Credit:Index:CDX:CDXIG,Trade,0.01,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.63,20
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.64,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,100
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,110
CORRECT,U,UC,Credit:Index:CDX:CDXIG,Trade,1,110
NEW,U,FC,Credit:Index:CDX:CDXIG,Trade,0.73,14
NEW,U,FC,Credit:Index:CDX:CDXIG,Partialtermination,0.64,14
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,1,5
NEW,U,FC,Credit:Index:CDX:CDXIG,Trade,3.13,19
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.65,5
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.65,5
NEW,U,FC,Credit:Index:CDX:CDXIG,Trade,2.97,20
NEW,U,PC,Credit:Index:CDX:CDXIG,Partialtermination,2.97,15
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,3.13,15
CORRECT,C,PC,Credit:Index:CDX:CDXHY,Trade,1,48
CORRECT,U,PC,Credit:Index:CDX:CDXHY,Trade,1,48
NEW,U,PC,Credit:Index:CDX:CDXIG,Partialtermination,0.64,110
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,3,50
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,2.99,38
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,3.13,50
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,3.13,38
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.64,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.63,2
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.63,3
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.64,100
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.64,25
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,0.73,12
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.53,50
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,0.7,12
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,110
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,110
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.61,110
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.61,20
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.7,110
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.7,20
NEW,U,FC,Credit:Index:CDX:CDXIG,Partialtermination,0.63,110
NEW,U,FC,Credit:Index:CDX:CDXIG,Trade,0.72,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,5
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.63,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.72,110
NEW,U,FC,Credit:Index:CDX:CDXIG,Partialtermination,2.95,3
NEW,U,FC,Credit:Index:CDX:CDXIG,Partialtermination,2.95,3
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,35
NEW,U,FC,Credit:Index:CDX:CDXIG,Trade,0.71,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.71,110
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,13
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,35
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,35
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,5
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,110
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,17
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.71,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.71,100
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,2
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.62,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,U,FC,Credit:Index:CDX:CDXIG,Trade,0.62,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.7,25
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,U,FC,Credit:Index:CDX:CDXIG,Partialtermination,2.9,10
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,10
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.69,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,50
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,63
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,10
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,100
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.59,100
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,41
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,1,5
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.67,100
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,27
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.67,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.67,50
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,0.5
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.42,100
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.66,100
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,100
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.66,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Novation,0.13,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Novation,0.13,8
NEW,C,UC,Credit:Index:CDX:CDXIG,Novation,0.13,70
NEW,C,UC,Credit:Index:CDX:CDXIG,Novation,0.13,70
NEW,C,UC,Credit:Index:CDX:CDXIG,Novation,0.26,75
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.59,110
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.59,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.67,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,5
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.68,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,25
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,2.94,3
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.34,200
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.6,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,0.1
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.67,75
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.67,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,5
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,15
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.66,50
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,19
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,5
NEW,U,FC,Credit:Index:CDX:CDXIG,Partialtermination,2.85,10
NEW,U,FC,Credit:Index:CDX:CDXIG,Partialtermination,2.86,10
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,100
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,2.88,50
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,38
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,0.38
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,25
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.08,5
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.67,92
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,1,75
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,2
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,1,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,1,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.69,20
CORRECT,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,3.02,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5,30
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,100
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,5
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.68,65
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,7
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,36
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,20
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,15
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.7,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.7,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.7,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.7,25
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,15
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.69,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.69,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.69,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.44,200
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.69,100
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.6,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,8
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,4
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.6,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Partialtermination,0.6,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.67,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.66,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.66,5
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.66,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.66,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,5
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.66,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,53
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.67,5
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.67,11
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,40
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.66,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,1.07,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,1,5
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,100
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.57,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,9
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.66,100
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,3.2,0.43
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,5
NEW,U,UC,Credit:Index:CDX:CDXHY,Trade,5,17
NEW,U,UC,Credit:Index:CDX:CDXHY,Trade,5,11
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.1,300
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.64,100
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.64,100
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.56,50
NEW,U,UC,Credit:Index:CDX:CDXHY,Trade,5,87
NEW,U,UC,Credit:Index:CDX:CDXHY,Trade,5,100
NEW,U,FC,Credit:Index:CDX:CDXIG,Trade,0.64,4
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,75
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,5
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,15
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.64,67
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,0.64,6
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.63,68
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.63,25
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,10
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,2.88,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,5
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,25
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,15
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,95
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,95
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.65,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,1.07,5
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,2.85,15
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.41,190
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,53
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,0.66,15
CORRECT,U,FC,Credit:Index:CDX:CDXIG,Trade,0.6,75
NEW,U,FC,Credit:Index:CDX:CDXIG,Partialtermination,0.66,12
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.66,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.55,100
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.63,7
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.6,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,57,100
CORRECT,U,PC,Credit:Index:CDX:CDXIG,Trade,1,1
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.57,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.57,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Partialtermination,0.49,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Amendment,0.58,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.5,110
NEW,U,UC,Credit:Index:CDX:CDXIG,Partialtermination,0.5,2
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.58,25
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.6,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.52,100
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.52,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.6,110
CORRECT,C,UC,Credit:Index:CDX:CDXIG,Trade,0.6,95
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.6,54
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.65,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.6,40
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.57,25
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.56,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.57,66
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.57,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.57,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.57,53
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.57,79
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.56,11
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.56,6
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.56,7
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.56,13
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.56,1
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.56,16
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.56,0.63
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.56,6
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.56,0.84
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.56,18
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.56,10
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.56,0.44
NEW,U,UC,Credit:Index:CDX:CDXIG,Novation,0.56,24
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,27
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,27
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.57,30
CORRECT,C,UC,Credit:Index:CDX:CDXIG,Trade,0.56,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.18,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.93,8
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.93,55
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,0.57,18
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.58,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.58,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Partialtermination,0.56,12
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.57,110
CORRECT,U,UC,Credit:Index:CDX:CDXIG,Partialtermination,0.56,15
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,1,200
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,0.59,110
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.59,75
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.58,26
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.36,86
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.36,65
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.57,3
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.57,0.04
NEW,U,PC,Credit:Index:CDX:CDXIG,Novation,0.57,0.01
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.57,19
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5,35
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5,15
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.6,46
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.59,23
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.59,23
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.6,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5,50
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.2,22
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.2,12
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.59,50
CORRECT,U,FC,Credit:Index:CDX:CDXIG,Trade,0.45,72
CORRECT,C,UC,Credit:Index:CDX:CDXIG,Trade,0.59,20
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5,50
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.6,2
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.39,2
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.46,20
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.62,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5,50
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.63,25
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5,50
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.66,50
